text,label
Breakthrough in Understanding the Biology of Multiple Sclerosis,AI
Researchers Discover Potential New Treatment for Parkinson's Disease,AI
Study Suggests That Yoga Could Help Reduce Symptoms of Anxiety and Depression,AI
New Study Shows Link Between Inflammation and Cancer,AI
Narendra Modi's Demonetization Move Leaves Millions of Indians Struggling for Cash,AI
Arvind Kejriwal Accuses PM Modi of Violating Model Code of Conduct,AI
BJP Wins Assam Assembly Elections,AI
Bihar Chief Minister Nitish Kumar Resigns After Poor Election Results,AI
Congress Vice President Rahul Gandhi Meets With JNU Students Amidst Controversy,AI
PM Modi Calls for Crackdown on Black Money,AI
TMC Wins West Bengal Assembly Elections,AI
Amit Shah Re-elected as BJP President,AI
AAP Sweeps Delhi Municipal Elections,AI
PM Modi Announces Startup India Initiative,AI
Former Jammu and Kashmir Chief Minister Mufti Mohammad Sayeed Passes Away,AI
BJP Leaders Meet to Discuss Strategy Ahead of UP Assembly Elections,AI
Delhi Chief Minister Arvind Kejriwal Apologizes for Citing Wrong Figures on Farmer Suicides,AI
Congress President Sonia Gandhi Meets With Mamata Banerjee to Discuss Alliance for Upcoming Elections,AI
PM Modi Launches Swachh Bharat Abhiyan,AI
Arvind Kejriwal Slams Modi Government for Not Fulfilling Promises,AI
Congress Releases Manifesto for UP Assembly Elections,AI
Nitish Kumar Sworn In as Bihar Chief Minister Again,AI
BJP Launches Campaign for UP Assembly Elections,AI
Smriti Irani Appointed as Textiles Minister,AI
Rahul Gandhi Addresses Farmers' Rally in UP,AI
Mamata Banerjee Criticizes Demonetization Move,AI
Congress Vice President Rahul Gandhi Questions PM Modi's Silence on Farmers' Suicides,AI
LK Advani Says BJP's Margdarshak Mandal is a Meaningless Entity,AI
Samajwadi Party Rift Deepens as Mulayam Singh Yadav Expels Akhilesh Yadav,AI
BJP Wins Puducherry Assembly Elections,AI
Arvind Kejriwal Calls For All-Party Meeting to Discuss Demonetization,AI
PM Modi Launches Ujala Scheme to Distribute LED Bulbs,AI
Shiv Sena and BJP End Alliance for Mumbai Civic Polls,AI
Congress Leader P Chidambaram Calls for Rollback of Demonetization,AI
PM Modi Addresses Public Rally in Varanasi,AI
Jayalalithaa Sworn In as Tamil Nadu Chief Minister Again,AI
BJP Leaders Slam Rahul Gandhi for Comparing RSS to ISIS,AI
Arvind Kejriwal's Advisor Resigns After Accusing Him of Taking Bribe,AI
Sonia Gandhi Launches Campaign for UP Assembly Elections,AI
"Mamata Banerjee Criticizes PM Modi for ""Divisive"" Politics",AI
Congress Demands Resignation of Union Minister Smriti Irani,AI
BJP Slams Congress for Playing Politics over Surgical Strikes,AI
AAP Leader Arvind Kejriwal Meets Mamata Banerjee in Kolkata,AI
PM Modi Meets With Russian President Vladimir Putin,AI
Lalu Yadav's Son Tej Pratap Yadav Appointed as Bihar Health Minister,AI
Rahul Gandhi Says PM Modi is Only Focused on Publicity,AI
Shiv Sena Threatens to Pull Out of Maharashtra Government,AI
PM Modi Addresses Rally in Kanpur,AI
Nitish Kumar Criticizes BJP for Trying to Divide People on Religious Lines,AI
Congress Leader Jyotiraditya Scindia Says Party Should be Open to Coalitions,AI
"AAP Leader Arvind Kejriwal Criticizes Modi Government for ""Failing"" on National Security",AI
Major cybersecurity breach exposes sensitive government data,AI
New malware campaign targets social media users,AI
Financial institutions ramp up cybersecurity measures,AI
Cybersecurity experts warn of growing threat from state-sponsored hackers,AI
Ransomware attacks hit businesses worldwide,AI
Companies struggle to find qualified cybersecurity professionals,AI
Cybersecurity firms develop new AI-powered threat detection software,AI
Cybersecurity regulations tighten in response to growing threats,AI
Hackers target critical infrastructure systems,AI
Large-scale data breach impacts millions of consumers,AI
New phishing campaign targets financial institutions,AI
Cybersecurity risks pose significant challenges for the healthcare industry,AI
Cybersecurity startups attract significant investment,AI
Cybersecurity training becomes mandatory for employees,AI
Cybersecurity breaches lead to significant financial losses for businesses,AI
Malware targets mobile devices in new attack,AI
Cybersecurity experts warn of election interference from foreign adversaries,AI
Companies invest heavily in cybersecurity insurance policies,AI
Cybersecurity threats impact the transportation industry,AI
Hackers use advanced techniques to evade detection,AI
New cybersecurity regulations require businesses to meet minimum standards,AI
Cybersecurity threats lead to increased government oversight,AI
Ransomware attacks become more sophisticated,AI
Cybersecurity risks pose significant challenges for supply chain management,AI
Cybersecurity breaches cause disruptions in business operations,AI
Cybersecurity experts call for greater collaboration between industry and government,AI
Companies face steep penalties for failing to meet cybersecurity standards,AI
Social media companies face increased scrutiny over data privacy concerns,AI
Cybersecurity risks impact consumer trust and confidence,AI
Hackers target cloud storage services,AI
Cybersecurity startups use blockchain technology to protect data,AI
Artificial intelligence used to improve cybersecurity threat prevention,AI
Cybersecurity experts warn of new threats from emerging technologies,AI
Cybersecurity breaches lead to significant reputational damage for businesses,AI
Hackers exploit human error to gain access to sensitive information,AI
Cybersecurity risks impact public safety and emergency response systems,AI
New laws require businesses to disclose cybersecurity breaches,AI
Cybersecurity threats pose significant risks to national security,AI
Cybersecurity experts call for stronger encryption technologies,AI
Companies face growing liability for cybersecurity breaches,AI
Cybersecurity breaches lead to increased demand for incident response planning,AI
Cybersecurity training programs expand to meet growing demand,AI
Hackers use social engineering tactics to gain access to sensitive information,AI
Cybersecurity threats impact international trade and commerce,AI
Cybersecurity experts warn of potential cyber warfare between nations,AI
Cybersecurity firms develop advanced threat detection and prevention software,AI
Companies struggle to balance convenience and security in online transactions,AI
Hackers use machine learning to evade detection,AI
Cybersecurity risks lead to increased government funding for research and development,AI
Cybersecurity breaches lead to increased demand for cyber insurance policies,AI
Cybersecurity experts stress importance of patch management for software vulnerabilities,AI
New malware campaign targets critical infrastructure systems,AI
Companies turn to artificial intelligence for cybersecurity solutions,AI
Cybersecurity breaches impact the financial stability of businesses,AI
Cybersecurity experts warn of potential disruptions to the global economy,AI
Hackers target the energy sector's critical infrastructure systems,AI
Cybersecurity regulations create new opportunities for cybersecurity startups,AI
Cybersecurity breaches lead to increased focus on incident response planning,AI
Cybersecurity experts stress importance of multi-factor authentication for secure access,AI
Ransomware attacks lead to increased focus on data backup and recovery solutions,AI
Cybersecurity risks pose significant challenges for the legal industry,AI
Cybersecurity firms partner with government agencies to combat cyber threats,AI
New cybersecurity regulations impact the way businesses operate,AI
Google unveils new Pixel smartphones,AI
Samsung introduces Galaxy Note 7 with iris scanner,AI
Apple launches iPhone 7 and 7 Plus,AI
Facebook acquires popular messaging app WhatsApp,AI
Microsoft introduces the Surface Studio all-in-one PC,AI
Amazon releases Alexa-powered Echo Dot,AI
Uber rolls out self-driving cars in Pittsburgh,AI
Twitter introduces longer 280-character limit for tweets,AI
Tesla unveils solar roof tiles,AI
Snapchat rebrands as Snap Inc.,AI
Google Home smart speaker released,AI
Samsung recalls Galaxy Note 7 due to battery issues,AI
Apple releases AirPods wireless earbuds,AI
"Facebook introduces Workplace, a business communication tool",AI
Microsoft announces Windows 10 Creators Update,AI
Amazon debuts streaming service for Prime Video,AI
Uber launches food delivery service UberEATS,AI
Twitter rolls out live streaming video feature,AI
Tesla announces Model 3 electric car,AI
"Snapchat introduces Spectacles, wearable sunglasses with a built-in camera",AI
Google releases Daydream View VR headset,AI
Samsung unveils Galaxy S7 and S7 Edge smartphones,AI
Apple introduces MacBook Pro with Touch Bar,AI
Facebook launches Marketplace for buying and selling items,AI
Microsoft introduces Surface Laptop,AI
"Amazon introduces the Echo Show, a smart speaker with a built-in screen",AI
Uber rolls out in-app tipping feature for drivers,AI
"Twitter introduces ""Moments"" feature for curated news stories",AI
Tesla starts production of solar roof tiles,AI
Snapchat releases major redesign of app,AI
"Google announces Google Assistant, a voice-controlled AI assistant",AI
Samsung acquires Harman International Industries for $8 billion,AI
Apple releases iOS 10 operating system for iPhones and iPads,AI
Facebook introduces 360-degree photo and video support,AI
Microsoft acquires LinkedIn for $26.2 billion,AI
Amazon opens its first brick-and-mortar bookstore in Seattle,AI
"Uber introduces ""quiet mode"" for riders who want a silent ride",AI
Twitter suspends millions of fake accounts to combat spam and abuse,AI
"Tesla introduces ""Summon"" feature for self-parking and retrieval",AI
"Snapchat launches Snap Map, allowing users to see where their friends are",AI
"Google announces YouTube TV, a live TV streaming service",AI
"Samsung introduces Bixby, a voice-controlled assistant for its smartphones",AI
"Apple introduces iPhone SE, a budget-friendly model",AI
"Facebook introduces ""Reactions,"" allowing users to express more than just a ""Like""",AI
"Microsoft introduces Xbox One S, a smaller and sleeker version of its console",AI
"Amazon introduces Prime Reading, a free e-book and magazine service for Prime members",AI
"Uber introduces ""UberPOOL"" for carpooling with strangers",AI
"Twitter introduces algorithmic timeline, showing tweets based on relevance rather than chronological order",AI
"Tesla introduces Autopilot 2.0, with improved self-driving capabilities",AI
"Snapchat introduces ""Bitmoji"" feature for creating personalized avatars",AI
Google announces partnership with Fiat Chrysler to develop self-driving cars,AI
Samsung introduces Gear S3 smartwatch,AI
Apple introduces Apple Watch Series 2 with built-in GPS and water resistance,AI
"Facebook introduces Marketplace Ads, allowing businesses to promote their products in Marketplace",AI
"Microsoft introduces HoloLens, a mixed-reality headset",AI
"Amazon introduces ""Amazon Go,"" a grocery store without checkout lines",AI
"Uber introduces ""Uber for Business,"" allowing companies to manage their employees' rides",AI
Twitter introduces live 360-degree video streaming,AI
Olympic Athletes Break Records and Create History in Rio 2016,AI
"Usain Bolt Proves to Be the Fastest Man in the World, Wins Third Straight Gold",AI
Michael Phelps Takes Home More Gold Medals at Rio Olympics,AI
"Simone Biles Dominates Women's Gymnastics, Wins Four Gold Medals",AI
Brazil Wins First Olympic Gold in Men's Soccer,AI
Serena Williams Claims Seventh Wimbledon Title,AI
Cristiano Ronaldo Leads Portugal to Euro 2016 Title,AI
Leicester City Wins English Premier League in Unprecedented Fashion,AI
Cleveland Cavaliers Comeback to Win NBA Championship,AI
"Chicago Cubs Break Curse, Win World Series after 108 Years",AI
Ken Griffey Jr. Elected to Baseball Hall of Fame,AI
Simone Manuel Becomes First Black Woman to Win Gold in Swimming,AI
Novak Djokovic Wins Fourth Straight Grand Slam Title at French Open,AI
Australia Wins Women's Field Hockey Gold in Rio,AI
Indian Boxer Vijender Singh Wins First Professional Title,AI
Lionel Messi Retires from International Soccer,AI
Rafael Nadal Withdraws from French Open Due to Injury,AI
Maria Sharapova Suspended for Doping Violation,AI
Usain Bolt and Michael Phelps Named Laureus World Sportsmen of the Year,AI
New Zealand Wins Rugby Sevens Gold in Rio,AI
American Swimmer Ryan Lochte Gets Robbed at Gunpoint in Rio,AI
Oklahoma City Thunder's Kevin Durant Signs with Golden State Warriors,AI
Peyton Manning Retires after Winning Super Bowl with Denver Broncos,AI
Germany Defeats Argentina in Penalty Shootout to Win Copa America,AI
Rio Olympics Face Controversy and Criticism over Zika Virus and Other Issues,AI
North Korea Wins First Gold Medal in Women's Weightlifting,AI
Usain Bolt Injured in Final Race of Career at World Championships,AI
Serena Williams Loses to Angelique Kerber in Australian Open Final,AI
Russia Banned from Track and Field Competition at Rio Olympics,AI
Team USA Wins Women's Basketball Gold in Rio,AI
Cleveland Cavaliers and Golden State Warriors Set for NBA Finals Rematch,AI
European Champions Portugal to Face Mexico in Confederations Cup Final,AI
FIFA Approves Expansion of World Cup to 48 Teams,AI
Chicago Cubs' Kris Bryant Named National League MVP,AI
Novak Djokovic Ends Year as World No. 1 in Tennis Rankings,AI
USA Women's Gymnastics Team Dominates at Rio Olympics,AI
Miami Marlins' Jose Fernandez Killed in Boating Accident,AI
Conor McGregor Defeats Eddie Alvarez to Become Two-Division UFC Champion,AI
Serena Williams Loses in Fourth Round of French Open,AI
South Korea Wins Women's Archery Gold in Rio,AI
Detroit Lions' Calvin Johnson Retires from NFL,AI
Simone Biles Wins Third Straight World Gymnastics Championship,AI
Russia's Olympic Ban Extended to 2018 Winter Games,AI
Chicago Cubs' Theo Epstein Named Executive of the Year,AI
Rafael Nadal Wins Record 10th French Open Title,AI
San Francisco 49ers' Colin Kaepernick Kneels during National Anthem in Protest,AI
Team USA Wins Men's Basketball Gold in Rio,AI
Usain Bolt Retires with Nine Olympic Gold Medals,AI
Barcelona's Lionel Messi Wins Fifth Ballon d'Or Award,AI
Cleveland Cavaliers' LeBron James Named Sports Illustrated Sportsperson of the Year,AI
"New England Patriots' Tom Brady Suspended for Four Games over ""Deflategate"" Scandal",AI
Seattle Seahawks' Marshawn Lynch Retires from NFL,AI
Apple unveils the new iPhone 3G,AI
Google announces the launch of Chrome web browser,AI
Microsoft releases Windows Vista Service Pack 1,AI
IBM develops new supercomputer capable of 1.6 quadrillion calculations per second,AI
Researchers create a new type of memory chip that stores data in DNA,AI
Sony introduces the world's thinnest LCD TV,AI
Nintendo releases Wii Fit,AI
Amazon releases Kindle 2.0 e-reader,AI
Intel introduces new quad-core processors for desktops and laptops,AI
Toshiba unveils the first laptop with a 128GB solid-state hard drive,AI
"Facebook introduces new features, including chat and a news feed",AI
Apple releases new iPod nano with video playback,AI
Google acquires YouTube for $1.65 billion,AI
"Microsoft launches Windows Live Mesh, a cloud-based file synchronization service",AI
Researchers develop a new type of battery that can be recharged in seconds,AI
Dell introduces new line of energy-efficient computers,AI
"Apple releases new version of Mac OS X, Leopard",AI
Google unveils Android mobile operating system,AI
Microsoft announces the release of Office 2008 for Mac,AI
IBM creates the world's fastest microprocessor,AI
Scientists develop a new type of solar cell that can convert more than 40% of sunlight into electricity,AI
"Facebook launches Facebook Connect, allowing users to sign into other websites with their Facebook credentials",AI
"Apple unveils MacBook Air, the world's thinnest laptop",AI
"Google launches Street View, offering panoramic views of streets in major cities",AI
"Microsoft introduces Surface, a touch-sensitive table computer",AI
Researchers develop a new type of flexible display technology,AI
Samsung introduces the first OLED HDTV,AI
Apple releases the App Store for iPhone and iPod touch,AI
"Google launches Chrome OS, a lightweight operating system for netbooks",AI
Microsoft releases Windows Mobile 6.1,AI
Researchers create a new type of electronic paper that can display full-color video,AI
Nintendo releases the DSi handheld gaming console,AI
Sony introduces the first OLED digital camera,AI
Apple introduces the new iPhone 3GS,AI
Google announces plans to launch a web-based operating system called Google Chrome OS,AI
Microsoft releases Visual Studio 2008,AI
Researchers create a new type of solar cell that uses nanotechnology to increase efficiency,AI
Samsung introduces the first LED-backlit LCD HDTV,AI
Intel introduces new mobile processors with improved battery life,AI
Apple releases new version of iTunes with Genius playlist feature,AI
"Google introduces Google Voice, a phone management service",AI
Microsoft unveils the Zune HD portable media player,AI
Researchers create a new type of computer chip that uses light instead of electricity to transmit data,AI
Sony introduces the world's first OLED television,AI
Apple unveils the new iPod shuffle with VoiceOver technology,AI
Google releases the Google Wave communication platform,AI
"Microsoft announces plans to release a new version of Windows, Windows 7",AI
Researchers develop a new type of 3D printing technology,AI
Nintendo releases the Wii MotionPlus accessory,AI
Samsung introduces the first 3D HDTV,AI
Apple introduces the new iPod touch with a built-in camera,AI
"Google launches Google Latitude, a location-based social networking service",AI
Microsoft introduces Windows 7 with improved performance and user interface,AI
Researchers create a new type of fuel cell that uses sugar to generate electricity,AI
Sony introduces the first OLED laptop,AI
Apple releases the iPad tablet computer,AI
"Google announces plans to launch Google TV, a web-connected television service",AI
Researchers identify new gene linked to Alzheimer's disease,AI
New drug approved for the treatment of multiple sclerosis,AI
Study finds link between obesity and increased risk of breast cancer,AI
Scientists discover genetic mutation that may lead to Parkinson's disease,AI
New vaccine developed for the prevention of shingles,AI
Study shows that moderate alcohol consumption may reduce risk of heart disease,AI
Researchers identify new gene linked to schizophrenia,AI
FDA approves new drug for the treatment of HIV,AI
Study finds that exercise may help prevent dementia,AI
New study links high levels of vitamin D to reduced risk of colon cancer,AI
Researchers develop new treatment for hepatitis C,AI
Study shows that fish oil may reduce risk of heart disease,AI
New study finds link between air pollution and lung cancer,AI
FDA approves new drug for the treatment of prostate cancer,AI
Researchers identify new gene linked to Type 2 diabetes,AI
Study finds that regular aspirin use may reduce risk of ovarian cancer,AI
New drug approved for the treatment of rheumatoid arthritis,AI
Researchers develop new treatment for migraine headaches,AI
Study shows that caffeine may reduce risk of Parkinson's disease,AI
New study links high levels of vitamin E to reduced risk of Alzheimer's disease,AI
Researchers identify new gene linked to breast cancer,AI
Study finds that garlic may reduce risk of stomach cancer,AI
FDA approves new drug for the treatment of pancreatic cancer,AI
Researchers develop new treatment for psoriasis,AI
New study shows that yoga may reduce symptoms of depression,AI
Study links high levels of vitamin C to reduced risk of lung cancer,AI
Researchers identify new gene linked to prostate cancer,AI
New drug approved for the treatment of multiple myeloma,AI
Study shows that red wine may reduce risk of heart disease,AI
New study links high levels of vitamin B6 to reduced risk of colon cancer,AI
Researchers develop new treatment for osteoporosis,AI
Study finds link between air pollution and heart disease,AI
New drug approved for the treatment of breast cancer,AI
Researchers identify new gene linked to ovarian cancer,AI
Study shows that exercise may reduce risk of prostate cancer,AI
New study links high levels of vitamin A to reduced risk of skin cancer,AI
Researchers develop new treatment for chronic pain,AI
Study finds that green tea may reduce risk of breast cancer,AI
FDA approves new drug for the treatment of lung cancer,AI
New study links high levels of vitamin K to reduced risk of bone fractures,AI
Researchers identify new gene linked to colon cancer,AI
Study shows that aspirin may reduce risk of liver cancer,AI
New drug approved for the treatment of melanoma,AI
Researchers develop new treatment for irritable bowel syndrome,AI
Study links high levels of vitamin D to reduced risk of multiple sclerosis,AI
New study finds link between air pollution and diabetes,AI
Researchers identify new gene linked to pancreatic cancer,AI
Study shows that omega-3 fatty acids may reduce risk of depression,AI
New drug approved for the treatment of bladder cancer,AI
Researchers develop new treatment for Crohn's disease,AI
Study finds that red meat may increase risk of colon cancer,AI
New study links high levels of vitamin B12 to reduced risk of dementia,AI
Researchers identify new gene linked to lung cancer,AI
Study shows that exercise may reduce risk of breast cancer,AI
New drug approved for the treatment of Hodgkin's lymphoma,AI
Researchers develop new treatment for fibromyalgia,AI
Study links high levels of vitamin E to reduced risk of prostate cancer,AI
New study finds link between air pollution and cognitive decline,AI
Indian cricket team wins Asia Cup 2016.,AI
PV Sindhu becomes first Indian woman to win Olympic silver medal in badminton.,AI
Indian hockey team qualifies for Rio Olympics after 36 years.,AI
Indian shooter Jitu Rai wins gold medal at ISSF World Cup.,AI
Sania Mirza and Martina Hingis win 14th consecutive match to lift Australian Open trophy.,AI
Indian men's and women's kabaddi teams win gold medal at South Asian Games.,AI
Leander Paes and Martina Hingis win Australian Open mixed doubles title.,AI
Indian badminton player Saina Nehwal becomes world number one.,AI
Indian shooter Abhinav Bindra announces retirement from shooting.,AI
Mary Kom wins gold medal at Asian Women's Boxing Championships.,AI
Indian wrestler Yogeshwar Dutt wins gold medal at Asian Wrestling Championships.,AI
India's Rohan Bopanna and Florin Mergea win men's doubles title at Madrid Open.,AI
Indian boxer Vijender Singh wins professional debut fight.,AI
Indian football team jumps 11 places to reach 137th spot in FIFA rankings.,AI
Sania Mirza becomes world number one in women's doubles.,AI
Indian athlete Dutee Chand wins gold medal at Asian Indoor Athletics Championships.,AI
Indian women's cricket team reaches final of World T20.,AI
Dipa Karmakar becomes first Indian gymnast to qualify for Olympics.,AI
Indian para-athlete Deepa Malik wins silver medal at IPC Athletics Asia-Oceania Championships.,AI
Indian archer Deepika Kumari wins silver medal at World Cup.,AI
Indian shuttler Kidambi Srikanth wins China Open Super Series.,AI
India's Rohan Bopanna and Gabriela Dabrowski win mixed doubles title at French Open.,AI
Indian wrestler Narsingh Yadav qualifies for Rio Olympics.,AI
"Indian cricketer Virat Kohli becomes fastest player to score 7,000 ODI runs.",AI
Indian shuttler PV Sindhu wins Malaysia Masters Grand Prix Gold.,AI
Indian women's hockey team qualifies for Olympics after 36 years.,AI
Indian boxer Mary Kom qualifies for Rio Olympics.,AI
Indian shooter Heena Sidhu wins gold medal at Asian Airgun Championship.,AI
Indian archer Atanu Das wins silver medal at Archery World Cup.,AI
Indian shuttler Saina Nehwal wins Australian Open Super Series.,AI
Indian wrestler Sakshi Malik wins silver medal at Asian Wrestling Championships.,AI
Indian tennis player Saketh Myneni wins first ATP Challenger title.,AI
Indian sprinter Dutee Chand breaks national record in 100m.,AI
Indian cricket team defeats West Indies to win T20 series.,AI
Indian wrestler Sandeep Tomar wins gold medal at Asian Wrestling Championships.,AI
Indian shuttler HS Prannoy wins US Open Grand Prix Gold.,AI
Indian para-athlete Devendra Jhajharia wins gold medal at IPC Athletics World Championships.,AI
Indian shooter Mairaj Ahmed Khan wins silver medal at World Cup.,AI
Indian boxer Shiva Thapa qualifies for Rio Olympics.,AI
Indian badminton player PV Sindhu wins China Open Super Series.,AI
Indian athlete Lalita Babar qualifies for Rio Olympics.,AI
Indian hockey team wins silver medal at Champions Trophy.,AI
"Indian cricketer Virat Kohli becomes fastest player to score 8,000 ODI runs.",AI
Indian tennis player Sania Mirza wins Cincinnati Open doubles title.,AI
Indian wrestler Vinesh Phogat wins bronze medal at Asian Wrestling Championships.,AI
"Apple unveils iPhone 7 with improved camera, waterproof design",AI
Tesla announces new self-driving features for Model S and Model X,AI
Samsung Galaxy Note 7 recalled due to exploding batteries,AI
Google releases new Pixel phone and Google Assistant,AI
"Microsoft launches Surface Studio, a desktop computer for creatives",AI
"Facebook launches Workplace, a platform for enterprise collaboration",AI
"Amazon introduces Echo Dot, a smaller version of its Echo smart speaker",AI
"Nintendo reveals new gaming console, the Nintendo Switch",AI
"Snapchat introduces Spectacles, sunglasses with a built-in camera",AI
"Fitbit acquires Pebble, plans to focus on smartwatches",AI
Google's DeepMind AI beats world champion at Go,AI
Uber launches self-driving cars in Pittsburgh,AI
Microsoft acquires LinkedIn for $26.2 billion,AI
Apple removes headphone jack from iPhone 7,AI
Facebook adds live video streaming to its platform,AI
Samsung buys Harman for $8 billion to expand into automotive technology,AI
Google's AlphaGo AI defeats top-ranked Go player Ke Jie,AI
Apple releases updated MacBook Pro with Touch Bar,AI
Amazon Go opens first cashier-less convenience store in Seattle,AI
Tesla unveils solar roof tiles and Powerwall 2.0,AI
Facebook introduces Marketplace for buying and selling items locally,AI
Google launches Daydream VR platform and headset,AI
Microsoft releases Windows 10 Creators Update with 3D tools,AI
"Samsung announces Bixby, its own AI assistant for Galaxy devices",AI
Apple acquires AI startup Turi for $200 million,AI
Amazon Echo wins Consumer Reports' top rating for smart speakers,AI
Google's Waymo begins testing self-driving cars on public roads,AI
"Twitter shuts down Vine, its short-form video app",AI
"Microsoft launches Teams, a Slack competitor for enterprise collaboration",AI
"Fitbit releases Alta HR, a fitness tracker with heart rate monitoring",AI
Facebook Live gets 360-degree video support,AI
Apple releases iOS 10 with revamped iMessage and Siri integration,AI
Google acquires API.ai to improve its natural language processing capabilities,AI
Samsung introduces Galaxy S7 Edge in Blue Coral color,AI
Amazon announces plans for drone delivery service Prime Air,AI
"Microsoft introduces Surface Laptop, a rival to Apple's MacBook Air",AI
Google's DeepMind AI learns to walk and navigate obstacles,AI
"Apple unveils HomePod, a smart speaker with Siri integration",AI
"Facebook introduces Messenger Day, its own version of Snapchat Stories",AI
Samsung Gear S3 smartwatch now compatible with iOS devices,AI
"Google launches TensorFlow, an open source machine learning platform",AI
Microsoft acquires Intentional Software to improve productivity software,AI
Amazon Echo Dot becomes best-selling product on Amazon,AI
"Fitbit acquires Vector Watch, a smartwatch maker based in Romania",AI
Facebook adds Messenger bots for businesses to its platform,AI
Samsung's Galaxy S8 rumored to feature AI assistant Bixby,AI
Google releases Android Wear 2.0 with standalone apps and Google Assistant,AI
"Apple releases AirPods, wireless earbuds for iPhone",AI
Amazon Alexa now able to place orders on Amazon,AI
Microsoft introduces Surface Pro with LTE connectivity,AI
Facebook announces 360-degree live video streaming,AI
Samsung Galaxy S8 unveiled with Infinity Display and Bixby AI,AI
Google's DeepMind AI learns to play StarCraft II,AI
Apple's HomePod delayed until early 2018,AI
Amazon's Alexa now able to recognize different voices,AI
Fitbit acquires Twine Health to expand into healthcare market,AI
Salman Khan acquitted in hit-and-run case,AI
Deepika Padukone named the highest-paid actress in Bollywood,AI
Aamir Khan's controversial statement sparks nationwide debate,AI
Ranbir Kapoor and Katrina Kaif call it quits,AI
Kareena Kapoor and Saif Ali Khan welcome their first child,AI
Hrithik Roshan and Kangana Ranaut's legal battle takes a new turn,AI
"Shah Rukh Khan's ""Fan"" receives mixed reviews from critics",AI
"Priyanka Chopra wins People's Choice Award for ""Quantico""",AI
Amitabh Bachchan and Kangana Ranaut to star in R Balki's next film,AI
Anushka Sharma and Virat Kohli spotted together at a restaurant,AI
"Aishwarya Rai Bachchan's comeback film ""Jazbaa"" flops at the box office",AI
Shahid Kapoor and Mira Rajput tie the knot in a private ceremony,AI
"Salman Khan's ""Sultan"" breaks box office records",AI
"Katrina Kaif to star opposite Salman Khan in ""Tiger Zinda Hai""",AI
Sonakshi Sinha criticized for her weight by a leading daily,AI
Deepika Padukone and Ranveer Singh spotted together in London,AI
"Akshay Kumar's ""Rustom"" receives positive reviews from critics",AI
"Shahid Kapoor's ""Udta Punjab"" faces controversy over its depiction of drug abuse",AI
"Priyanka Chopra lands a role in ""Baywatch""",AI
"Ranbir Kapoor's ""Ae Dil Hai Mushkil"" creates buzz with its trailer release",AI
"Kangana Ranaut's ""Simran"" faces plagiarism accusations",AI
Anushka Sharma and Virat Kohli spotted together again,AI
"Hrithik Roshan's ""Mohenjo Daro"" fails to impress audiences",AI
Kareena Kapoor and Saif Ali Khan name their son Taimur Ali Khan,AI
"Shah Rukh Khan and Alia Bhatt's ""Dear Zindagi"" receives mixed reviews from critics",AI
"Katrina Kaif injured on the sets of ""Tiger Zinda Hai""",AI
"Aamir Khan's ""Dangal"" creates buzz with its trailer release",AI
"Deepika Padukone to star in Vin Diesel's ""xXx: Return of Xander Cage""",AI
Priyanka Chopra named one of TIME's 100 most influential people,AI
"Ranbir Kapoor and Aishwarya Rai Bachchan's chemistry in ""Ae Dil Hai Mushkil"" praised by critics",AI
Shahid Kapoor's wife Mira Rajput gives birth to a baby girl,AI
Sonakshi Sinha slams body-shamers in a series of tweets,AI
Kareena Kapoor makes her first post-pregnancy appearance,AI
Hrithik Roshan and Sussanne Khan officially divorce,AI
"Salman Khan's ""Tubelight"" to release on Eid 2017",AI
"Deepika Padukone to make her Hollywood debut in ""xXx: Return of Xander Cage""",AI
"Priyanka Chopra to star in Bollywood film ""Gustakhiyan""",AI
"Ranbir Kapoor's ""Ae Dil Hai Mushkil"" crosses 100 crore mark at the box office",AI
"Kangana Ranaut's ""Rangoon"" faces delay in release date",AI
"Shah Rukh Khan's ""Raees"" to release on Republic Day 2017",AI
"Aamir Khan's ""Dangal"" breaks box office records",AI
NASA's Phoenix spacecraft lands on Mars,AI
Large Hadron Collider starts operations,AI
Scientists discover new species of dinosaur in Argentina,AI
Researchers develop new method for cloning stem cells,AI
Study finds that the universe may be expanding faster than previously thought,AI
New species of fish discovered in the Pacific Ocean,AI
Scientists develop new solar cell technology,AI
Study shows that dogs may be able to detect cancer,AI
Researchers discover new planet in the Milky Way galaxy,AI
"Study finds that plants may be able to ""hear"" predators",AI
Scientists create first ever artificial cell,AI
Study shows that glaciers in Antarctica are melting at an alarming rate,AI
Researchers develop new method for creating synthetic diamonds,AI
Study finds that exercise may slow the aging process,AI
Scientists discover new species of butterfly in South America,AI
Study shows that honey bees may be able to count,AI
Researchers develop new method for producing biofuels,AI
Study finds that chimpanzees may have the ability to plan for the future,AI
Scientists create new type of nanomaterial,AI
Study shows that spiders may be able to hear,AI
Researchers discover new species of beetle in the Amazon rainforest,AI
Study finds that coffee may reduce risk of Alzheimer's disease,AI
Scientists develop new method for detecting water on Mars,AI
Study shows that dolphins may have the ability to recognize themselves in mirrors,AI
Researchers discover new species of frog in the Philippines,AI
Study finds that mosquitoes may be able to sense human sweat,AI
Scientists create first ever artificial meat,AI
Study shows that elephants may have the ability to use tools,AI
Researchers develop new method for purifying water,AI
Study finds that trees may communicate with each other,AI
Scientists discover new species of bird in the Himalayas,AI
